user,item,rating,genre
877,124,5.0,"philosophy, contemporary, ebooks, science, classics, fiction, fantasy"
877,26,5.0,"fiction, fantasy, classics"
877,58,5.0,"fantasy, fiction, classics, ebooks"
877,2,5.0,"ebooks, classics, fiction, fantasy"
877,27,5.0,"art, fiction, nonfiction, fantasy, science"
877,73,5.0,"contemporary, classics, fiction"
877,3,5.0,"science, classics, fantasy, fiction, ebooks, religion, philosophy"
877,31,5.0,"science, fiction, classics, fantasy, ebooks, travel, romance"
877,49,5.0,"fiction, fantasy, classics, ebooks, science"
877,204,5.0,"ebooks, mystery, fantasy, fiction, crime, science, classics, contemporary, paranormal, travel"
877,62,5.0,"fantasy, fiction, classics"
877,63,5.0,"fiction, mystery, contemporary, crime, classics, thriller, ebooks"
877,77,5.0,"romance, classics, contemporary, fiction"
877,80,5.0,"history, philosophy, contemporary, ebooks, fiction, romance, classics"
877,106,5.0,"contemporary, philosophy, memoir, ebooks, romance, fiction, business, biography, nonfiction, psychology"
877,271,5.0,"nonfiction, psychology, contemporary, memoir, biography, fiction"
877,201,5.0,"business, history, science, nonfiction, philosophy"
877,272,5.0,"history, biography, nonfiction, ebooks"
877,202,5.0,"business, nonfiction, philosophy, history, ebooks, science, classics"
878,23,5.0,"fantasy, fiction, classics, paranormal, mystery, contemporary"
878,68,5.0,"thriller, contemporary, mystery, paranormal, fantasy, fiction, classics"
878,283,5.0,"classics, paranormal, mystery, contemporary, fiction, fantasy"
878,56,5.0,"fiction, classics, science, ebooks, fantasy, contemporary"
878,124,5.0,"fiction, fantasy, classics, science, ebooks, contemporary, philosophy"
878,26,5.0,"fiction, fantasy, classics"
878,58,5.0,"fiction, fantasy, ebooks, classics"
878,2,5.0,"ebooks, fiction, classics, fantasy"
878,27,5.0,"nonfiction, science, fantasy, art, fiction"
878,73,5.0,"contemporary, classics, fiction"
878,3,5.0,"fiction, fantasy, classics, science, philosophy, ebooks, religion"
878,31,5.0,"ebooks, fiction, fantasy, classics, romance, travel, science"
878,49,5.0,"science, fantasy, classics, ebooks, fiction"
878,204,5.0,"classics, paranormal, contemporary, travel, science, ebooks, mystery, fantasy, crime, fiction"
878,62,5.0,"fantasy, fiction, classics"
878,63,5.0,"ebooks, mystery, fiction, crime, classics, thriller, contemporary"
878,77,5.0,"fiction, contemporary, classics, romance"
878,80,5.0,"ebooks, contemporary, romance, fiction, history, philosophy, classics"
878,106,5.0,"psychology, nonfiction, biography, memoir, fiction, romance, ebooks, contemporary, philosophy, business"
878,271,5.0,"biography, fiction, memoir, contemporary, psychology, nonfiction"
878,201,5.0,"history, business, nonfiction, science, philosophy"
878,272,5.0,"biography, history, nonfiction, ebooks"
878,202,5.0,"business, nonfiction, philosophy, classics, ebooks, history, science"
879,22,4.0,"contemporary, romance, mystery, paranormal, classics, fiction, fantasy"
879,123,5.0,"romance, mystery, paranormal, fiction, fantasy"
879,23,1.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
879,24,2.0,"contemporary, mystery, classics, fantasy, fiction, paranormal"
879,56,5.0,"fiction, fantasy, contemporary, ebooks, science, classics"
879,124,2.0,"philosophy, contemporary, ebooks, fiction, fantasy, science, classics"
879,69,5.0,"science, philosophy, travel, ebooks, nonfiction, history, fiction"
879,70,5.0,"travel, nonfiction, memoir, history, fiction, biography, ebooks, contemporary"
879,71,5.0,"nonfiction, biography, memoir, travel, history, fiction, ebooks, science, contemporary"
879,72,2.0,"ebooks, contemporary, history, travel, nonfiction, memoir, biography, fiction"
879,57,5.0,"travel, nonfiction, memoir, biography, fiction, ebooks, history, contemporary"
879,27,5.0,"art, fantasy, fiction, nonfiction, science"
879,59,5.0,"fiction, history, contemporary, classics, ebooks"
879,60,4.0,"ebooks, classics, fiction"
879,61,3.0,"science, ebooks, philosophy, classics, fantasy, religion, fiction"
879,127,3.0,"contemporary, poetry, biography, fiction, nonfiction, memoir"
879,198,1.0,"romance, fiction"
879,96,4.0,"history, biography, fiction, nonfiction"
879,300,4.0,"psychology, romance, fiction, ebooks, mystery, classics"
879,622,3.0,"fantasy, ebooks, romance, fiction, classics, poetry"
879,401,4.0,"ebooks, contemporary, mystery, classics, fiction"
879,367,3.0,"art, nonfiction, history"
879,157,5.0,"classics, ebooks, romance, fiction"
880,118,5.0,"philosophy, business, biography, nonfiction, memoir, history, psychology"
880,321,4.0,"biography, paranormal, fiction, science, ebooks, memoir, contemporary, nonfiction, history, psychology"
880,229,5.0,"biography, nonfiction, fiction, history, travel, classics, memoir, contemporary"
880,408,4.0,"suspense, ebooks, crime, fiction, classics, thriller, mystery"
880,580,4.0,"fiction, romance, classics, contemporary"
880,603,5.0,"fiction, romance, horror, paranormal, comics, fantasy, manga"
880,514,5.0,"romance, fiction, classics, ebooks, contemporary"
880,337,5.0,"fiction, classics, fantasy, contemporary, science, ebooks"
880,618,4.0,"mystery, ebooks, contemporary, crime, suspense, thriller, fiction"
880,284,5.0,"history, memoir, nonfiction, business, biography"
880,562,2.0,"ebooks, philosophy, suspense, fantasy, crime, mystery, thriller, classics, contemporary, fiction, psychology, horror"
880,517,5.0,"mystery, crime, fiction, thriller, suspense, ebooks, contemporary"
880,724,5.0,"ebooks, science, fantasy, fiction, classics, contemporary"
881,234,2.0,"mystery, religion, contemporary, fiction, fantasy, ebooks, thriller, science, classics"
881,404,3.0,"nonfiction, ebooks, cookbooks"
881,300,4.0,"classics, fiction, psychology, romance, ebooks, mystery"
881,230,4.0,"mystery, fantasy, horror, ebooks, religion, contemporary, paranormal, christian, thriller, romance, fiction, suspense"
881,529,3.0,"contemporary, romance, fiction, classics, ebooks"
881,355,4.0,"fiction, science, nonfiction, history, travel, biography, ebooks, business"
881,302,4.0,"fiction, classics, religion, romance"
881,612,3.0,"contemporary, fiction"
881,455,3.0,"ebooks, fiction, fantasy"
881,703,2.0,"fantasy, contemporary, ebooks, classics, fiction"
882,30,4.0,"fiction, classics, horror, crime, thriller, fantasy, contemporary, suspense, history, mystery"
882,9,4.0,"science, crime, classics, contemporary, ebooks, mystery, fantasy, fiction"
882,214,4.0,"ebooks, philosophy, fiction, fantasy, science, thriller, history"
882,330,5.0,"classics, fiction, fantasy, romance, poetry, ebooks"
882,264,4.0,"nonfiction, religion, psychology, history, travel, biography, memoir, ebooks, crime, philosophy, fiction, contemporary"
882,348,4.0,"ebooks, romance, fiction, classics, history"
882,456,3.0,"classics, contemporary, crime, business, thriller, fiction"
882,631,4.0,"crime, contemporary, thriller, travel, fiction, classics, history, mystery"
882,656,4.0,"classics, fiction, contemporary"
882,387,4.0,"history, biography, nonfiction, classics, memoir"
882,751,3.0,"ebooks, suspense, nonfiction, sports, mystery, biography, memoir, science, history, travel, fiction"
883,79,3.0,"biography, contemporary, memoir, romance, classics, fiction, ebooks"
883,262,5.0,"fiction, history, thriller, classics, crime, travel, mystery, suspense, ebooks"
883,348,3.0,"romance, fiction, classics, history, ebooks"
883,479,5.0,"romance, fiction, classics"
883,411,4.0,"romance, fiction, contemporary, ebooks, mystery"
883,752,5.0,"mystery, fiction, romance, history, contemporary"
883,313,4.0,"fiction, classics, contemporary, romance"
883,332,4.0,"mystery, horror, fantasy, fiction, thriller, suspense, paranormal, ebooks"
883,424,4.0,"contemporary, thriller, fiction, crime, mystery, suspense, ebooks, horror"
883,749,3.0,"fiction, mystery, suspense, crime, ebooks, science, contemporary, thriller"
884,545,5.0,"ebooks, classics, romance, contemporary, fiction"
884,357,5.0,"ebooks, history, fiction, classics, fantasy, contemporary, religion, philosophy, nonfiction"
884,140,5.0,"history, romance, suspense, ebooks, thriller, contemporary, fiction, mystery"
884,358,5.0,"contemporary, fantasy, classics, spirituality, nonfiction, poetry, fiction, music"
884,359,5.0,"fantasy, fiction, classics, romance, mystery, paranormal"
884,360,5.0,"poetry, classics, fantasy, fiction"
884,361,5.0,"thriller, mystery, romance, ebooks, history, fiction, classics"
884,142,5.0,"classics, fiction"
884,144,5.0,"ebooks, classics, fantasy, fiction"
884,145,5.0,"science, fiction, fantasy, classics, ebooks"
885,79,5.0,"fiction, classics, romance, memoir, contemporary, biography, ebooks"
885,179,5.0,"fiction, fantasy, religion, science, romance, classics, ebooks, philosophy"
885,169,5.0,"ebooks, contemporary, fiction"
885,262,3.0,"history, fiction, travel, crime, ebooks, suspense, thriller, classics, mystery"
885,181,5.0,"poetry, classics, fiction, psychology, history, philosophy, fantasy"
885,306,4.0,"fiction, business, classics, philosophy, contemporary, romance, ebooks"
885,92,5.0,"biography, history, business, nonfiction, ebooks"
885,183,4.0,"fiction, classics, ebooks, history, travel, fantasy"
885,649,5.0,"history, crime, mystery, fiction, suspense, thriller, classics, contemporary, psychology"
885,289,4.0,"religion, classics, contemporary, fiction"
885,553,4.0,"cookbooks, nonfiction, ebooks"
886,117,5.0,"fiction, mystery, thriller, crime, contemporary, religion, fantasy, history, ebooks, classics, romance, art, suspense"
886,89,3.0,"philosophy, fiction, fantasy, classics, history, poetry"
886,348,3.0,"classics, fiction, romance, ebooks, history"
886,206,5.0,"classics, fiction, philosophy, nonfiction, history, ebooks, poetry"
886,340,5.0,"paranormal, thriller, mystery, religion, classics, philosophy, fiction, ebooks, spirituality, travel"
886,411,5.0,"fiction, romance, contemporary, ebooks, mystery"
886,632,4.0,"suspense, mystery, contemporary, crime, fiction, thriller"
886,255,5.0,"travel, memoir, nonfiction, religion, ebooks, contemporary, spirituality, fiction, biography"
886,139,5.0,"ebooks, fiction, travel, biography, history, nonfiction, science"
886,712,4.0,"fiction, romance, contemporary"
886,753,5.0,"fantasy, fiction, ebooks"
887,34,4.0,"fantasy, thriller, romance, ebooks, mystery, suspense, crime, contemporary, fiction, science"
887,170,4.0,"philosophy, business, fiction, classics, nonfiction, history, psychology"
887,171,3.0,"fiction, fantasy, religion, contemporary, psychology, classics, nonfiction, ebooks, philosophy, spirituality"
887,82,4.0,"contemporary, ebooks, classics, fantasy, travel, spirituality, romance, mystery, religion, philosophy, fiction"
887,195,4.0,"business, nonfiction, history, science, classics"
887,519,4.0,"business, sports, contemporary, classics, fantasy, religion, spirituality, fiction, philosophy, psychology, nonfiction, biography, memoir"
887,429,3.0,"poetry, classics, fiction"
887,572,5.0,"classics, fiction, history, nonfiction, contemporary, biography, memoir"
887,573,3.0,"classics, fiction, philosophy, science, ebooks, fantasy"
887,475,3.0,"fantasy, philosophy, history, fiction, classics, ebooks"
887,607,5.0,"contemporary, ebooks, suspense, thriller, crime, fiction, mystery"
887,581,3.0,"ebooks, contemporary, fiction, biography, nonfiction, memoir"
887,620,5.0,"science, ebooks, crime, contemporary, history, fantasy, classics, fiction"
887,754,4.0,"contemporary, ebooks, thriller, history, classics, fiction, mystery, suspense"
888,198,3.0,"romance, fiction"
888,15,5.0,"history, thriller, science, fiction, contemporary, mystery, fantasy, ebooks"
888,52,4.0,"biography, memoir, history, classics, romance, fiction, contemporary"
888,159,3.0,"ebooks, memoir, business, history, fiction, biography, nonfiction"
888,92,4.0,"ebooks, business, nonfiction, biography, history"
888,184,5.0,"classics, fiction, romance, travel, ebooks"
888,266,3.0,"contemporary, fiction, classics"
888,221,5.0,"fiction, contemporary, classics"
888,547,3.0,"fiction, contemporary, ebooks, nonfiction, philosophy"
888,755,4.0,"classics, memoir, biography, history, fiction, nonfiction"
889,148,4.0,"fiction, nonfiction, cookbooks, ebooks"
889,82,3.0,"fiction, fantasy, travel, religion, mystery, spirituality, romance, contemporary, ebooks, classics, philosophy"
889,119,3.0,"fiction, classics, romance, ebooks"
889,100,5.0,"contemporary, classics, ebooks, fantasy, romance, fiction"
889,256,5.0,"classics, fiction, history"
889,139,5.0,"ebooks, fiction, travel, biography, history, nonfiction, science"
889,268,5.0,"fiction, contemporary"
889,290,3.0,"contemporary, ebooks, crime, suspense, thriller, mystery, fiction"
889,667,4.0,"history, fiction, nonfiction, memoir, biography, classics, fantasy, travel"
889,440,4.0,"fantasy, classics, fiction, poetry, history, philosophy"
890,123,5.0,"romance, mystery, paranormal, fiction, fantasy"
890,23,5.0,"paranormal, classics, fiction, contemporary, mystery, fantasy"
890,1,5.0,"fantasy, contemporary, mystery, paranormal, classics, fiction"
890,68,5.0,"contemporary, thriller, fantasy, fiction, mystery, classics, paranormal"
890,283,5.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
890,56,5.0,"contemporary, science, fantasy, classics, fiction, ebooks"
890,124,5.0,"ebooks, philosophy, contemporary, classics, fantasy, fiction, science"
890,26,5.0,"fiction, fantasy, classics"
890,58,5.0,"ebooks, fiction, classics, fantasy"
890,27,5.0,"science, nonfiction, fiction, art, fantasy"
890,73,5.0,"contemporary, classics, fiction"
890,31,5.0,"fiction, fantasy, classics, science, travel, romance, ebooks"
890,49,5.0,"fiction, fantasy, classics, ebooks, science"
890,204,5.0,"fiction, fantasy, mystery, crime, ebooks, classics, travel, contemporary, paranormal, science"
890,63,5.0,"mystery, fiction, ebooks, thriller, classics, crime, contemporary"
890,77,5.0,"fiction, contemporary, classics, romance"
890,80,5.0,"classics, philosophy, history, romance, contemporary, ebooks, fiction"
890,106,5.0,"psychology, nonfiction, memoir, fiction, biography, romance, ebooks, contemporary, philosophy, business"
890,653,5.0,"science, business, nonfiction, history, psychology, fiction, contemporary"
890,272,5.0,"biography, nonfiction, ebooks, history"
891,23,5.0,"fantasy, fiction, classics, paranormal, mystery, contemporary"
891,1,5.0,"fiction, classics, paranormal, mystery, contemporary, fantasy"
891,68,5.0,"paranormal, mystery, contemporary, thriller, fantasy, fiction, classics"
891,283,5.0,"fiction, fantasy, paranormal, classics, contemporary, mystery"
891,56,5.0,"fiction, fantasy, classics, science, ebooks, contemporary"
891,124,5.0,"classics, science, ebooks, contemporary, philosophy, fantasy, fiction"
891,125,5.0,"travel, ebooks, history, fiction, contemporary, biography, nonfiction, memoir"
891,26,5.0,"fiction, fantasy, classics"
891,58,5.0,"fantasy, classics, fiction, ebooks"
891,2,5.0,"ebooks, fantasy, classics, fiction"
891,27,5.0,"art, fantasy, fiction, nonfiction, science"
891,73,5.0,"contemporary, classics, fiction"
891,31,5.0,"classics, science, ebooks, travel, romance, fantasy, fiction"
891,49,5.0,"ebooks, science, classics, fantasy, fiction"
891,204,5.0,"crime, classics, fantasy, ebooks, science, mystery, contemporary, paranormal, travel, fiction"
891,63,5.0,"crime, contemporary, mystery, fiction, thriller, classics, ebooks"
891,77,5.0,"romance, classics, contemporary, fiction"
891,80,5.0,"philosophy, contemporary, romance, fiction, history, ebooks, classics"
891,234,5.0,"classics, science, fantasy, fiction, thriller, contemporary, religion, mystery, ebooks"
891,106,5.0,"memoir, fiction, romance, ebooks, contemporary, philosophy, business, biography, nonfiction, psychology"
891,272,5.0,"history, biography, nonfiction, ebooks"
891,176,5.0,"fantasy, paranormal, romance, mystery, fiction, history, ebooks"
892,23,5.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
892,1,5.0,"fantasy, paranormal, classics, fiction, contemporary, mystery"
892,68,5.0,"fiction, classics, fantasy, paranormal, mystery, thriller, contemporary"
892,283,5.0,"fiction, classics, paranormal, mystery, contemporary, fantasy"
892,26,5.0,"fiction, fantasy, classics"
892,2,5.0,"fantasy, classics, fiction, ebooks"
892,27,5.0,"science, nonfiction, fiction, art, fantasy"
892,73,5.0,"fiction, contemporary, classics"
892,31,5.0,"science, ebooks, travel, romance, classics, fiction, fantasy"
892,49,5.0,"classics, ebooks, science, fantasy, fiction"
892,204,5.0,"ebooks, science, classics, travel, contemporary, paranormal, mystery, fantasy, fiction, crime"
892,63,5.0,"mystery, contemporary, crime, classics, thriller, ebooks, fiction"
892,77,5.0,"fiction, contemporary, romance, classics"
892,80,5.0,"contemporary, ebooks, romance, fiction, history, philosophy, classics"
892,234,5.0,"fiction, fantasy, ebooks, thriller, classics, religion, mystery, contemporary, science"
892,106,5.0,"psychology, nonfiction, biography, memoir, fiction, romance, ebooks, contemporary, philosophy, business"
892,272,5.0,"history, biography, nonfiction, ebooks"
893,22,5.0,"mystery, romance, contemporary, fantasy, paranormal, classics, fiction"
893,123,5.0,"fiction, paranormal, mystery, fantasy, romance"
893,23,5.0,"fiction, classics, paranormal, mystery, contemporary, fantasy"
893,24,5.0,"classics, fiction, mystery, contemporary, paranormal, fantasy"
893,1,5.0,"contemporary, fiction, classics, paranormal, mystery, fantasy"
893,68,5.0,"thriller, contemporary, mystery, paranormal, classics, fiction, fantasy"
893,56,5.0,"contemporary, ebooks, fiction, fantasy, classics, science"
893,124,5.0,"fiction, fantasy, classics, science, philosophy, contemporary, ebooks"
893,26,5.0,"classics, fantasy, fiction"
893,58,5.0,"fantasy, classics, fiction, ebooks"
893,2,5.0,"ebooks, fiction, classics, fantasy"
893,27,5.0,"fantasy, art, fiction, nonfiction, science"
893,73,5.0,"contemporary, classics, fiction"
893,3,5.0,"philosophy, ebooks, religion, science, classics, fiction, fantasy"
893,31,5.0,"travel, ebooks, romance, fiction, fantasy, classics, science"
893,49,5.0,"classics, fantasy, fiction, ebooks, science"
893,204,5.0,"paranormal, contemporary, travel, classics, science, ebooks, crime, mystery, fantasy, fiction"
893,63,5.0,"crime, classics, ebooks, thriller, contemporary, mystery, fiction"
893,77,5.0,"fiction, romance, classics, contemporary"
893,80,5.0,"contemporary, romance, fiction, philosophy, classics, history, ebooks"
893,234,5.0,"science, thriller, classics, fiction, fantasy, ebooks, contemporary, religion, mystery"
893,106,5.0,"psychology, nonfiction, biography, memoir, fiction, business, philosophy, contemporary, ebooks, romance"
893,272,5.0,"history, biography, nonfiction, ebooks"
893,465,5.0,"travel, religion, memoir, nonfiction, history, business, fiction, biography"
893,194,5.0,"nonfiction, memoir, travel, philosophy, contemporary, biography, ebooks"
894,123,5.0,"mystery, romance, paranormal, fantasy, fiction"
894,23,5.0,"contemporary, fantasy, fiction, mystery, classics, paranormal"
894,1,5.0,"fantasy, fiction, classics, paranormal, mystery, contemporary"
894,68,5.0,"mystery, contemporary, paranormal, classics, fiction, fantasy, thriller"
894,283,5.0,"contemporary, mystery, fantasy, fiction, classics, paranormal"
894,56,5.0,"fantasy, contemporary, ebooks, science, classics, fiction"
894,124,5.0,"science, ebooks, contemporary, philosophy, fantasy, fiction, classics"
894,26,5.0,"fiction, fantasy, classics"
894,58,5.0,"fantasy, classics, ebooks, fiction"
894,2,5.0,"ebooks, fiction, classics, fantasy"
894,27,5.0,"art, fiction, nonfiction, science, fantasy"
894,73,5.0,"contemporary, classics, fiction"
894,31,5.0,"science, ebooks, romance, fantasy, travel, classics, fiction"
894,49,5.0,"science, ebooks, fantasy, fiction, classics"
894,204,5.0,"fiction, fantasy, mystery, crime, ebooks, science, travel, paranormal, classics, contemporary"
894,63,5.0,"crime, classics, thriller, ebooks, contemporary, mystery, fiction"
894,77,5.0,"romance, classics, contemporary, fiction"
894,80,5.0,"classics, ebooks, contemporary, history, philosophy, romance, fiction"
894,234,5.0,"thriller, fiction, fantasy, science, classics, ebooks, mystery, religion, contemporary"
894,106,5.0,"nonfiction, psychology, ebooks, memoir, contemporary, philosophy, business, romance, fiction, biography"
894,311,5.0,"classics, poetry, fiction, philosophy, ebooks, fantasy, history"
895,115,3.0,"fiction, contemporary, classics, philosophy"
895,186,2.0,"classics, religion, fiction, fantasy, poetry, philosophy, history, romance"
895,321,5.0,"fiction, psychology, history, paranormal, nonfiction, biography, ebooks, contemporary, memoir, science"
895,408,5.0,"fiction, thriller, ebooks, mystery, suspense, classics, crime"
895,580,5.0,"contemporary, classics, fiction, romance"
895,623,5.0,"nonfiction, cookbooks, memoir, fiction, ebooks, art, contemporary, biography"
895,466,5.0,"suspense, crime, thriller, ebooks, mystery, contemporary, fiction"
895,756,4.0,"classics, fantasy, poetry, fiction"
895,583,3.0,"fiction, poetry"
895,739,3.0,"ebooks, contemporary, science, classics, fantasy, fiction"
896,288,5.0,"philosophy, fiction, poetry, fantasy, history, ebooks, travel, classics"
896,181,5.0,"philosophy, poetry, fantasy, psychology, history, fiction, classics"
896,215,5.0,"philosophy, fiction, history, poetry"
896,335,5.0,"history, business, biography, memoir, psychology, contemporary, nonfiction"
896,206,5.0,"poetry, fiction, philosophy, nonfiction, history, classics, ebooks"
896,617,3.0,"history, nonfiction, memoir, fiction, biography, classics, travel"
896,537,5.0,"thriller, contemporary, romance, crime, history, mystery, fantasy, fiction"
896,332,5.0,"horror, paranormal, fiction, thriller, ebooks, mystery, suspense, fantasy"
896,337,5.0,"contemporary, fantasy, fiction, classics, ebooks, science"
896,120,4.0,"romance, contemporary, fiction"
896,258,5.0,"fiction, classics, romance, psychology, contemporary"
896,141,5.0,"manga, contemporary, crime, comics, fiction, mystery, fantasy, philosophy, classics, thriller"
897,22,3.0,"contemporary, romance, mystery, classics, fiction, fantasy, paranormal"
897,69,5.0,"history, nonfiction, philosophy, ebooks, travel, fiction, science"
897,70,5.0,"contemporary, nonfiction, travel, biography, fiction, history, ebooks, memoir"
897,71,5.0,"ebooks, fiction, history, biography, science, contemporary, travel, memoir, nonfiction"
897,72,4.0,"ebooks, travel, nonfiction, memoir, biography, fiction, history, contemporary"
897,57,5.0,"history, biography, memoir, ebooks, travel, fiction, nonfiction, contemporary"
897,25,3.0,"history, contemporary, ebooks, nonfiction"
897,28,5.0,"ebooks, nonfiction"
897,3,5.0,"ebooks, religion, science, classics, fantasy, fiction, philosophy"
897,61,1.0,"ebooks, science, religion, philosophy, classics, fantasy, fiction"
897,49,2.0,"ebooks, classics, fantasy, fiction, science"
897,85,3.0,"classics, history, contemporary, fiction, biography, crime, thriller"
897,50,4.0,"comics, thriller, classics, crime, contemporary, mystery, fiction, philosophy"
897,33,5.0,"contemporary, romance, fiction, classics, ebooks"
897,116,5.0,"classics, fiction"
897,148,2.0,"cookbooks, nonfiction, fiction, ebooks"
897,461,4.0,"science, travel, ebooks, fantasy, classics, fiction, horror"
897,206,4.0,"history, classics, nonfiction, poetry, ebooks, philosophy, fiction"
897,411,3.0,"romance, fiction, contemporary, ebooks, mystery"
897,255,4.0,"travel, fiction, memoir, spirituality, contemporary, ebooks, biography, religion, nonfiction"
897,413,4.0,"memoir, contemporary, fiction"
898,117,5.0,"mystery, fiction, thriller, ebooks, history, fantasy, religion, contemporary, crime, suspense, classics, art, romance"
898,97,5.0,"travel, fiction, philosophy, history, nonfiction, classics"
898,288,4.0,"travel, classics, fiction, poetry, fantasy, history, ebooks, philosophy"
898,153,5.0,"mystery, history, suspense, ebooks, paranormal, fantasy, thriller, horror, fiction"
898,256,4.0,"classics, fiction, history"
898,139,4.0,"ebooks, travel, biography, science, fiction, nonfiction, history"
898,257,4.0,"spirituality, poetry, nonfiction, history, fiction, classics, contemporary, biography, memoir"
898,258,4.0,"psychology, contemporary, fiction, romance, classics"
898,342,4.0,"suspense, crime, contemporary, fiction, sports, mystery, thriller, ebooks"
898,567,5.0,"ebooks, classics, fiction, religion, travel, history, contemporary"
898,753,5.0,"fantasy, fiction, ebooks"
899,498,5.0,"fiction, business, ebooks, contemporary"
899,612,5.0,"contemporary, fiction"
899,531,4.0,"ebooks, fiction, horror, travel, biography, nonfiction, history, memoir"
899,453,5.0,"nonfiction, classics, memoir, history, travel, ebooks, fiction"
899,499,4.0,"fiction, thriller, suspense, mystery, ebooks, crime, contemporary"
899,589,4.0,"mystery, fiction, romance, contemporary, suspense, thriller, crime, ebooks"
899,454,4.0,"fiction, spirituality, business, psychology, philosophy, nonfiction, religion"
899,630,3.0,"ebooks, romance, travel, mystery, fiction, crime, contemporary"
899,590,4.0,"psychology, ebooks, classics, contemporary, fiction, biography, nonfiction, memoir"
899,591,4.0,"suspense, mystery, science, fiction, horror, thriller, fantasy, ebooks, crime, contemporary"
899,593,4.0,"fantasy, fiction, poetry, history, horror, paranormal, ebooks"
900,2,3.0,"fantasy, classics, fiction, ebooks"
900,49,5.0,"ebooks, fiction, fantasy, classics, science"
900,50,4.0,"philosophy, thriller, fiction, comics, classics, crime, contemporary, mystery"
900,14,4.0,"sports, nonfiction, music, memoir, fiction, contemporary, philosophy, psychology, history, biography, science"
900,300,2.0,"romance, mystery, ebooks, psychology, fiction, classics"
900,461,3.0,"ebooks, horror, science, classics, fiction, travel, fantasy"
900,632,3.0,"contemporary, mystery, fiction, suspense, crime, thriller"
900,326,3.0,"fiction, thriller, mystery, classics, crime, suspense, ebooks"
900,327,3.0,"memoir, nonfiction, fiction, biography, contemporary, ebooks"
900,258,4.0,"fiction, contemporary, psychology, romance, classics"
900,712,3.0,"fiction, romance, contemporary"
900,440,3.0,"fantasy, history, fiction, poetry, philosophy, classics"
901,29,5.0,"fiction, fantasy, classics, science, philosophy, religion, ebooks"
901,4,5.0,"ebooks, fiction, philosophy, religion, fantasy, science, classics"
901,79,5.0,"fiction, classics, romance, memoir, contemporary, biography, ebooks"
901,463,5.0,"psychology, ebooks, philosophy, business, science, history, nonfiction"
901,168,5.0,"fiction, romance, ebooks, fantasy, classics, philosophy, contemporary"
901,234,5.0,"fiction, fantasy, science, classics, thriller, ebooks, contemporary, religion, mystery"
901,404,5.0,"ebooks, nonfiction, cookbooks"
901,529,5.0,"contemporary, ebooks, classics, fiction, romance"
901,578,5.0,"fiction, classics, fantasy, ebooks"
901,676,5.0,"thriller, romance, poetry, ebooks, psychology, fantasy, fiction, classics, contemporary"
901,502,5.0,"manga, suspense, contemporary, ebooks, mystery, thriller, fiction, paranormal, horror, fantasy"
901,637,5.0,"fiction, fantasy, art, religion, philosophy, contemporary"
902,29,4.0,"philosophy, religion, ebooks, science, classics, fantasy, fiction"
902,158,2.0,"religion, fiction, fantasy, philosophy, nonfiction, classics, science, biography, mystery, ebooks"
902,62,4.0,"classics, fantasy, fiction"
902,32,3.0,"memoir, fiction, contemporary, classics"
902,546,4.0,"philosophy, fiction, classics, spirituality, travel, psychology, memoir, biography, religion, nonfiction, ebooks, business, contemporary"
902,552,2.0,"classics, fiction, history, romance, philosophy, ebooks"
902,64,2.0,"business, philosophy, classics, fiction, contemporary, fantasy, romance, mystery, science, ebooks"
902,399,3.0,"horror, thriller, mystery, fiction, suspense, crime, ebooks, contemporary"
902,610,2.0,"nonfiction, cookbooks"
902,624,2.0,"contemporary, ebooks, memoir, nonfiction, fiction, biography"
902,757,3.0,"history, fiction, classics, contemporary"
902,67,5.0,"classics, romance, nonfiction, poetry, fiction"
902,758,4.0,"history, romance, fiction, contemporary, classics, mystery"
902,471,2.0,"romance, ebooks, history, contemporary, fiction, classics, memoir"
903,6,4.0,"ebooks, romance, biography, classics, fiction, contemporary"
903,79,2.0,"contemporary, biography, ebooks, fiction, classics, memoir, romance"
903,179,5.0,"romance, science, religion, fantasy, fiction, classics, ebooks, philosophy"
903,261,2.0,"ebooks, fantasy, science, fiction, classics, philosophy, history, contemporary"
903,77,5.0,"fiction, classics, contemporary, romance"
903,198,5.0,"fiction, romance"
903,335,5.0,"nonfiction, memoir, biography, business, history, contemporary, psychology"
903,135,4.0,"ebooks, fiction, romance, classics"
903,136,4.0,"fiction, contemporary, ebooks"
903,617,3.0,"fiction, travel, classics, biography, history, nonfiction, memoir"
903,739,3.0,"classics, science, ebooks, contemporary, fiction, fantasy"
904,32,4.0,"classics, contemporary, fiction, memoir"
904,181,5.0,"history, fiction, psychology, philosophy, fantasy, poetry, classics"
904,229,4.0,"classics, contemporary, travel, biography, nonfiction, history, memoir, fiction"
904,335,5.0,"biography, memoir, nonfiction, history, contemporary, psychology, business"
904,183,3.0,"fantasy, classics, fiction, ebooks, history, travel"
904,625,3.0,"thriller, ebooks, fantasy, contemporary, fiction, romance"
904,337,4.0,"ebooks, science, contemporary, fantasy, classics, fiction"
904,284,4.0,"biography, business, nonfiction, memoir, history"
904,470,4.0,"history, philosophy, nonfiction, psychology, science"
904,141,4.0,"manga, contemporary, philosophy, crime, thriller, fantasy, classics, comics, fiction, mystery"
